Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
WVQBBXIL,conferencePaper,2002,"Birol, Gülnur; Liu, Shu Q","A Course on tissue engineering at Northwestern University past, present and future directions",Proceedings of the 2002 American Society of Engineering Education IllinoisIndiana Sectional Conference,nan,nan,nan,httpswwwtandfonlinecomdoifull103108beej200607000007,nan,2002,2024-01-25 221439,2024-04-25 184859,2024-01-25 001057,222224,nan,nan,nan,nan,nan,A Course on tissue engineering at Northwestern University,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Google Scholar,nan,nan,nan,nan,nan,Course Development; Curriculum Review; Science Centre for Learning and Teaching Skylight,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2BB7QG5W,journalArticle,2011,"Semsar, Katharine; Knight, Jennifer K; Birol, Gülnur; Smith, Michelle K",The Colorado Learning Attitudes about Science Survey CLASS for Use in Biology,CBE Life Sciences Education,nan,1931-7913,101187cbe10-10-0133,nan,"This paper describes a newly adapted instrument for measuring novice-to-expert-like perceptions about biology the Colorado Learning Attitudes about Science Survey for Biology CLASS-Bio Consisting of 31 Likert-scale statements, CLASS-Bio probes a range of perceptions that vary between experts and novices, including enjoyment of the discipline, propensity to make connections to the real world, recognition of conceptual connections underlying knowledge, and problem-solving strategies CLASS-Bio has been tested for response validity with both undergraduate students and experts biology PhDs, allowing student responses to be directly compared with a consensus expert response Use of CLASS-Bio to date suggests that introductory biology courses have the same challenges as introductory physics and chemistry courses namely, students shift toward more novice-like perceptions following instruction However, students in upper-division biology courses do not show the same novice-like shifts CLASS-Bio can also be paired with other assessments to 1 examine how student perceptions impact learning and conceptual understanding of biology, and 2 assess and evaluate how pedagogical techniques help students develop both expertise in problem solving and an expert-like appreciation of the nature of biology",2011,2024-01-25 221414,2024-03-09 002041,nan,268-278,nan,3,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorage6UYVUYJQcbehtml; UsersivancheungZoterostorageSRSF9W4XSemsar et al - 2011 - The Colorado Learning Attitudes about Science Survpdf,nan,Undergraduate Students; Student Attitudes; Problem Solving; Student Performance; Science Centre for Learning and Teaching Skylight; Survey; Upper Year,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5KEP9A8D,journalArticle,2018,"Holland, Tara; Sherman, Sarah Bean; Harris, Sara",Paired Teaching A Professional Development Model for Adopting Evidence-Based Practices,College Teaching,nan,8756-7555,1010808756755520181463505,nan,"How can we best support instructors to learn, practice, and retain student-centered, active-learning teaching strategies in their undergraduate courses While approaches like professional development workshops may inspire some, permanent adoption of new pedagogy is rare Here, we investigate paired teaching to achieve adoption and continued use of evidence-based practices In this model, an instructor with little or no experience in student-centered teaching is paired with an experienced instructor in a semester-long course that has established student-centered pedagogy This study evaluates information from eight pairs of instructors over a three-year period Data was collected before, during, and after the paired teaching semester through interviews, written reflections, and teaching observations Results indicate that paired teaching is beneficial as a professional development model for new instructors who have little teaching experience The teaching practice of these instructors evolved to be increasingly student-centered, and they continued to use this pedagogy in subsequent classes More established instructors who were less familiar with active learning showed lower tendencies to incorporate new pedagogies into their existing classes We suggest best practices to maximize benefits and mitigate challenges associated with paired teaching",2018,2024-01-25 221414,2024-02-14 215351,nan,148-157,nan,3,660,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Undergraduate Students; Active Learning; Teaching Practices; Earth, Ocean and Atmospheric Sciences; Science Centre for Learning and Teaching Skylight; Paired Teaching",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KPRMRWVN,journalArticle,2019,"Strubbe, Linda E; Stang, Jared; Holland, Tara; Sherman, Sarah Bean; Code, Warren J",Faculty Adoption of Active Learning Strategies via Paired Teaching Conclusions From Two Science Departments,Journal of College Science Teaching,nan,0047-231X,1025054jcst19_049_01_31,nan,"Active learning strategies have been shown to be effective for teaching science, but it is often challenging for new faculty to adopt these strategies Paired teaching is a way to accomplish this An instructor new to strategies for active learning and an instructor experienced in them teach a semester-long course together, with the goal of professional development for the new instructor We present case studies of paired teaching in two departments Physics  Astronomy, and Earth, Ocean and Atmospheric Sciences at a large North American research-intensive university, which provided professional development experiences for 14 faculty members new to active learning We interviewed faculty before and after paired teaching; we then coded these interviews for faculty perceptions of paired teaching and what and how they learned from the experience Drawing from these data, we find that paired teaching can be effective in supporting a range of new faculty from two different disciplines to adopt active learning strategies We offer recommendations to universities interested in establishing a paired-teaching program and to faculty members preparing to pair-teach",2019,2024-01-25 221414,2024-02-14 215337,nan,31-39,nan,1,490,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorage9Z8KHST3Strubbe et al - 2019 - Faculty Adoption of Active Learning Strategies viapdf,nan,Active Learning; Teaching Practices; Team Teaching; Professional Development; Science Centre for Learning and Teaching Skylight; Paired Teaching,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QH953NMC,journalArticle,2010,"MacLean, Mark; Poole, Gary",An Introduction to Ethical Considerations for Novices to Research in Teaching and Learning in Canada,The Canadian Journal for the Scholarship of Teaching and Learning,nan,1918-2902,105206cjsotl-rcacea201027,nan,"Considering Canada's Tri-Council statement on the ethical conduct for research involving human subjects, we discuss some of the ethical challenges of doing research on teaching and learning in which one's own students and teaching act as the context of such scholarly activity We advocate establishing basic principles based in the complex relationships in teaching and learning, making reference to the such issues as the potential social consequences for students of choosing not to participate in SoTL research We propose some principles for those new to teaching and learning research to consider as part of their own ethical considerations; Considering Canada's Tri-Council statement on the ethical conduct for research involving human subjects, we discuss some of the ethical challenges of doing research on teaching and learning in which one's own students and teaching act as the context of such scholarly activity We advocate establishing basic principles based in the complex relationships in teaching and learning, making reference to the such issues as the potential social consequences for students of choosing not to participate in SoTL research We propose some principles for those new to teaching and learning research to consider as part of their own ethical considerations",2010,2024-01-25 221414,2024-02-14 211410,nan,nan,nan,2,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Computer Science; Mathematics; Scholarship of Teaching and Learning; Research Strategies,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
867X22KN,journalArticle,2023,"Lukes, Laura A; Abbot, Sophia; Henry, Dayna; Wells, Melissa; Baum, Liesl; Case, Kim; Brantmeier, Edward J; Wheeler, Lindsay",Impact of a regional community of practice for academic developers engaged in institution-level support for SoTL,International Journal for Academic Development,nan,1360-144X,1010801360144X20222135005,httpsdoiorg1010801360144X20222135005,"Academic developers play a key role in advancing instructor engagement in the Scholarship of Teaching and Learning SoTL at their higher education institutions, but face structural and epistemological isolation To leverage the knowledge and experience of developers leading SoTL efforts at their respective institutions, a group of academic developers co-created a regional community of practice CoP centered on developing evidence-based strategic plans and programming models to advance SoTL at their We describe the development and outcomes of this regional CoP Future directions for the use of such a regional CoP model to collaboratively develop cross-institutional offerings are also discussed",2023,2024-01-25 221439,2024-02-14 211146,2023-12-06 003406,1-13,nan,0,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Taylor and FrancisNEJM,nan,Publisher Routledge _eprint httpsdoiorg1010801360144X20222135005,nan,UsersivancheungZoterostorageJIFEMP6ELukes et al - 2023 - Impact of a regional community of practice for acapdf,nan,"Scholarship of Teaching and Learning; Professional Development; Earth, Ocean and Atmospheric Sciences",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HDLUBFML,journalArticle,2019,"Webb, Andrea S; Welsh, Ashley J",Phenomenology as a methodology for Scholarship of Teaching and Learning research,Teaching and Learning Inquiry,nan,2167-4787,1020343teachlearninqu7111,httpsjournalhostingucalgarycaindexphpTLIarticleview57538,"The Scholarship of Teaching and Learning SoTL is a rich forum where scholars from different fields and philosophical orientations find space to share their research on teaching and learning in higher education Within this paper, we will share our individual and collective experiences of why we perceive phenomenology as a methodology well-suited for a broad range of SoTL purposes Phenomenology is a research approach that focuses on describing the common meaning of the lived experience of several individuals about a particular phenomenon We will discuss how phenomenology informed our own SoTL research projects, exploring the experiences of faculty and undergraduates in higher education We will highlight the challenges and affordances that emerged from our use of this methodology Phenomenology has motivated us to tell our stories of SoTL research and within those, to share the stories that faculty and students shared",2019-03-29,2024-01-25 221439,2024-02-14 211142,2024-01-20 003623,168-181,nan,1,70,nan,nan,nan,nan,nan,nan,nan,nan,nan,en,"Copyright c 2019 Andrea Webb, Ashley J Welsh",nan,nan,nan,journalhostingucalgaryca,nan,Number 1,nan,UsersivancheungZoterostorageFUKZ78X6Webb and Welsh - 2019 - Phenomenology as a methodology for Scholarship of pdf,nan,Undergraduate Students; Scholarship of Teaching and Learning; CTLT; Student Satisfaction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PU6BMRGB,journalArticle,2017,"Acai, Anita; Akesson, Bree; Allen, Meghan; Chen, Victoria; Mathany, Clarke; McCollum, Brett; Spencer, Jennifer; Verwoord, Roselynn E M","Success in Student-FacultyStaff SoTL Partnerships Motivations, Challenges, Power, and Definitions",The Canadian Journal for the Scholarship of Teaching and Learning,nan,1918-2902,105206cjsotl-rcacea201728,nan,"Partnerships with students are considered one of the principles of good Scholarship of Teaching and Learning SoTL practice However, not all partnerships are equally successful What characteristics are common to successful partnerships and what preparatory elements can lead toward more successful partnerships In this article, our team of graduate students, educational developers, and faculty members engage in detailed selfreflection on our past and ongoing SoTL projects as an inquiry into what it means to be in a successful student-facultystaff partnership Using thematic analysis, we identify and describe four distinct domains that can shape partnerships 1 motivations to participate, 2 challenges, 3 power, and 4 definitions of success The article concludes with a set of questions to stimulate initial and ongoing conversations between partners to guide new partnerships in defining the parameters for success in their proposed collaboration English ABSTRACT FROM AUTHOR; Les partenariats avec les étudiants sont considérés comme lun des principes de bonne pratique de lAvancement des connaissances en enseignement et en apprentissage ACEA Toutefois, tous les partenariats ne connaissent pas le même succès Quelles sont les caractéristiques communes des partenariats réussis et quels sont les éléments préparatoires qui peuvent aboutir à des partenariats mieux réussis Dans cet article, notre groupe, consistant détudiants de cycles supérieurs, de conseillers pédagogiques et de professeurs, se lance dans une auto-réflexion détaillée sur nos projets passés et présents en ACEA qui constitue une enquête sur ce que cela signifie de faire partie dun partenariat réussi entre étudiants, professeurs et membres du personnel Par le biais de lanalyse thématique, nous identifions et décrivons quatre domaines distincts qui façonnent les partenariats  1 la motivation à participer, 2 les défis, 3 le pouvoir et 4 les définitions de la réussite En conclusion, nous posons un groupe de questions pour stimuler les conversations initiales et continues entre les divers partenaires afin de guider les nouveaux partenariats à définir les paramètres menant à la réussite dans leur collaboration proposée French",2017,2024-01-25 221414,2024-04-24 170340,nan,1-17,nan,2,80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,httpwebaebscohostcomehostpdfviewerpdfviewervid1sidc3886414-2eaf-433d-8e9d-35b8aeee841040sdc-v-sessmgr03,Analytics; Computer Science; Scholarship of Teaching and Learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WGL5NBDV,presentation,2014,"Jones, Francis; Baldeon, Geidy; Eberhardt, Erik","Improving and Assessing Research, Design and Reporting Skills of STEM Students",nan,nan,nan,nan,httpswwwseiubccabitstreamseima21241Jones-etal_Improve-Research-Skills_UCalgaryTLC2014pdf,nan,2014,2024-01-25 221414,2024-04-24 235432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,httpswwwseiubccabitstreamseima21241Jones-etal_Improve-Research-Skills_UCalgaryTLC2014pdf,"Earth, Ocean and Atmospheric Sciences; Teaching Practices",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CUNI35CP,conferencePaper,2019,"Allen, Meghan; Wolfman, Steven A; Dawson, Jessica Q; Valair, Anasazi",Inclusive curricular improvement experiences adapting a strength-based evaluation approach,"PROCEEDINGS OF THE 2019 RESEARCH ON EQUITY AND SUSTAINED PARTICIPATION IN ENGINEERING, COMPUTING, AND TECHNOLOGY RESPECT",978-1-72810-821-6,nan,101109respect4640420198985880,httpswwwwebofsciencecomapigatewayGWVersion2SrcAuthDynamicDOIConfProcSrcAppWOSKeyAID1011092Frespect4640420198985880DestAppDOISrcAppSIDUSW2EC0DD6hLuCyLM6FhNhRvJ03UGSrcJTitlePROCEEDINGSOFTHE2019RESEARCHONEQUITYANDSUSTAINEDPARTICIPATIONINENGINEERING2CCOMPUTING2CANDTECHNOLOGY28RESPECT29DestDOIRegistrantNameInstituteofElectricalandElectronicsEngineers,"We describe key factors in adapting to a computing context the Appreciative Inquiry methodology, which emphasizes participatory exploration of a design eg, course or curricular design and encourages and supports diverse perspectives via a story-driven, strengths-based approach Appreciative Inquiry is a stakeholder-driven, qualitative methodology for exploring a design or organization that focuses on what is working well and how to preserve and build on that success As a case study, we share our experience using Appreciative Inquiry to evaluate and improve a non-majors' first-year computer science course that is intended to support diverse students We describe the methods that we used to give context to our adaptation of Appreciative Inquiry We then highlight our reflections on our evaluation and the strategies that we learned from this context to effectively apply Appreciative Inquiry We believe that our approach yielded different and deeper results than we would have found had we not used Appreciative Inquiry Further, we believe that its focus on strengths may have attracted participants who would not have otherwise participated; its participatory nature is a practical way to include students and teaching assistants as co-evaluators and give power to their voices We argue that other computer science educators should consider trying this approach to tap into perspectives and input overlooked by more common research methods which focus instead on quantitative data collection or addressing deficiencies and problems",2019,2024-01-25 221439,2024-02-14 205437,2024-01-15 214754,nan,nan,nan,nan,nan,nan,Inclusive curricular improvement,nan,nan,nan,nan,IEEE,New York,English,nan,nan,nan,nan,Clarivate Analytics Web of Science,nan,Num Pages 3 Web of Science ID WOS000543001500032,nan,nan,nan,Computer Science; Inclusion; Engagement; Active Learning; Teaching Practices; Case Study; First Year,nan,"Payton, J; Barnes, T; Washington, N; Stukes, F; Peterfreund, A",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4th Conference on Research on Equity and Sustained Participation in Engineering, Computing, and Technology RESPECT",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
N2P66L9S,journalArticle,2020,"Sun, Evelyn; Graves, Marcia L; Oliver, David C",The Lay of the Land An Overview of Canadas Undergraduate Research Opportunities within the Life Sciences,Scholarship and Practice of Undergraduate Research,nan,2476101X,1018833spur4116,httpswwwcurorgwp-contentuploads202311Sunetalpdf,"This article reviews the state of Canadas undergraduate research opportunities UROs in the life sciences across various institutions Survey data gathered in 2019 from 20 departments in 14 universities show that all responding departments offer well-established forms of research that include credit-based directed studies or honors-thesis courses Paid research opportunities are offered by 8095 percent of the responding departments Newer-generation UROs such as course-based undergraduate research experiences and inquiry-based lab courses were found to be offered by more than half of responding departments Additionally, 60 percent reported having co-curricular and student-driven URO initiatives Overall, the survey data reflect a well-established and growing portfolio of UROs at universities across Canada",2020-11-13,2024-01-25 221439,2024-02-09 203545,2023-12-21 200312,63-71,nan,1,40,nan,SPUR,The Lay of the Land,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,DOIorg Crossref,nan,nan,nan,UsersivancheungZoterostorageUG7M28F2University of British Columbia et al - 2020 - The Lay of the Land An Overview of Canadas Underpdf,nan,Undergraduate Research; Research Experience; Inquiry-Based Instruction; Microbiology and Immunology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
U453IVQ3,journalArticle,2011,"Bates, S P; Galloway, R K; Loptson, C; Slaughter, K A",How attitudes and beliefs about physics change from high school to faculty,PHYSICAL REVIEW SPECIAL TOPICS-PHYSICS EDUCATION RESEARCH,nan,1554-9178,101103PhysRevSTPER7020114,nan,"We present results of a pseudolongitudinal study of attitudes and beliefs about physics from different cohort groups ranging from final-year high school students in the UK to physics faculty N637, using the Colorado Learning Attitudes about Science Survey CLASS instrument In terms of overall degree of expertlike thinking, we find little change in cohorts at different stages of their undergraduate degrees, with a flat profile of expertlike thinking across the years of an undergraduate degree Significant differences in overall CLASS scores occur for cohorts across entry and exit points of the undergraduate program At the entry boundary, our data for high school students provides strong evidence of a selection effect, with students who intend to major in physics at university displaying more expertlike views than those students who are merely studying the subject to final year in high school A similar effect is suggested at the exit boundary but is not definitive Contains 2 figures and 2 tables; We present results of a pseudolongitudinal study of attitudes and beliefs about physics from different cohort groups ranging from final-year high school students in the UK to physics faculty N637, using the Colorado Learning Attitudes about Science Survey CLASS instrument In terms of overall degree of expertlike thinking, we find little change in cohorts at different stages of their undergraduate degrees, with a flat profile of expertlike thinking across the years of an undergraduate degree Significant differences in overall CLASS scores occur for cohorts across entry and exit points of the undergraduate program At the entry boundary, our data for high school students provides strong evidence of a selection effect, with students who intend to major in physics at university displaying more expertlike views than those students who are merely studying the subject to final year in high school A similar effect is suggested at the exit boundary but is not definitive; We present results of a pseudolongitudinal study of attitudes and beliefs about physics from different cohort groups ranging from final-year high school students in the UK to physics faculty N  637, using the Colorado Learning Attitudes about Science Survey CLASS instrument In terms of overall degree of expertlike thinking, we find little change in cohorts at different stages of their undergraduate degrees, with a flat profile of expertlike thinking across the years of an undergraduate degree Significant differences in overall CLASS scores occur for cohorts across entry and exit points of the undergraduate program At the entry boundary, our data for high school students provides strong evidence of a selection effect, with students who intend to major in physics at university displaying more expertlike views than those students who are merely studying the subject to final year in high school A similar effect is suggested at the exit boundary but is not definitive",2011,2024-01-25 221414,2024-02-09 190103,nan,20114,nan,2,70,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Student Attitudes; Physics and Astronomy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53FFSRTP,webpage,2023,"Schmid, Kelly M; Avena, Jennifer; Hobbie, Lawrence; Kalas, Pamela; Kelly, Tamara; Klocko, Amy L; Pavlova, Iglika V; Radick, Gregory; Snow, Lauren Edris; Smith, Michelle K; Schmid, Kelly M; Avena, Jennifer; Hobbie, Lawrence; Kalas, Pamela; Kelly, Tamara; Klocko, Amy L; Pavlova, Iglika V; Radick, Gregory; Snow, Lauren Edris; Smith, Michelle K; Schmid, Kelly M; Avena, Jennifer; Hobbie, Lawrence; Kalas, Pamela; Kelly, Tamara; Klocko, Amy L; Pavlova, Iglika V; Radick, Gregory; Snow, Lauren Edris; Smith, Michelle K",Honoring the Complexity of Genetics Exploring the Role of Genes and the Environment Using Real World Examples,nan,nan,nan,nan,httpsqubeshuborgcommunitygroupscoursesourcepublicationsid3603,"Historically, undergraduate genetics courses have disproportionately focused on the impact of genes on phenotypes, rather than multifactorial concepts which consider how a combination of genes, the environment, and gene-by-environment interactions impacts traits Updating the curriculum to include multifactorial concepts is important to align course materials to current understanding of genetics, and potentially reduce deterministic thinking, which is the belief that traits are solely controlled by genes Currently there are few resources to help undergraduate biology instructors incorporate multifactorial concepts into their genetics courses, so we designed this lesson that centers on familiar, real-world examples During this lesson, students learn how to distinguish between genetic and environmental sources of variation, and examine and interpret examples of how phenotypic variation can result from a combination of gene and environmental variation and interactions This lesson, which is designed for both in-person and online classrooms, engages students in small group and large group discussion, figure interpretation, and provides questions that can be used for both formative and summative assessments Results from assessment questions suggest that students found working through models depicting the interactions between genotypes and environments beneficial for their understanding of these complex topics Mendels laws of alternative inheritance of peas A photo taken by WFR Weldon of variation in color and texture of peas Reprinted with permission from Biometrika Weldon WFR 1902 Mendels laws of alternative inheritance in peas",2023-01-18,2024-01-25 221439,2024-04-24 180226,2023-12-20 215139,nan,nan,nan,nan,nan,nan,Honoring the Complexity of Genetics,nan,nan,nan,nan,nan,nan,en-gb,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorageT7GN3M5Dpublicationshtml,nan,Biology; Curriculum Review; Student Satisfaction; Teaching Resources Digital Other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
D83WKNH8,conferencePaper,2023,"Lallé, Sébastien; Yalçın, Özge Nilay; Conati, Cristina",How to Repeat Hints Improving AI-Driven Help in Open-Ended Learning Environments,International Conference on Artificial Intelligence in Education,nan,nan,nan,httpslinkspringercomchapter101007978-3-031-36272-9_68,nan,2023,2024-01-25 221439,2024-04-24 233734,nan,760766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Springer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Automated Assessment; Computer Science,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
H3FPVEF5,journalArticle,2022,"Lo, C Owen; Hu, Shun-Fu; Sungur, Hasan; Lin, Ching-Hui","Giftedness, Gender Identities, and Self-Acceptance A Retrospective Study on LGBTQ Postsecondary Students",Gifted Child Quarterly,nan,0016-9862,10117700169862211029681,httpsdoiorg10117700169862211029681,"In a recent position statement, the National Association of Gifted Children argued the importance of providing equitable treatment of Lesbian, Gay, Bisexual, Transgender, Queer and other sexual and gender minority individuals LGBTQ gifted youth to help them maximize their potential However, there are very few empirical studies focusing on the intersection of giftedness and gender identities Little is known regarding these students experience at, and outside of, school Focusing on the individual process of gender identity development and self-acceptance, we interviewed nine LGBTQ postsecondary students in North America aged between 19 and 29 years who are graduates of an academically focused high school in Turkey In particular, we studied their ways of thinking, stress coping strategies, and environmental factors that may have enabled their self-acceptance of LGBTQ identities Findings of the study show that the mental health of LGBTQ is a function of individual factors eg, coping strategies, structural factors eg, a homophobic sociocultural environment, and the context The findings also indicate the benefits of complexity and reflectiveness in thinking, metacognition and the ability to separate identity labels from identities, enabled by high school peer support, liberal curriculum and classroom discussions, and access to information during adolescence",2022-07-01,2024-01-25 221439,2024-02-08 011047,2024-01-12 224417,171-187,nan,3,660,nan,nan,"Giftedness, Gender Identities, and Self-Acceptance",nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,SAGE Journals,nan,Publisher SAGE Publications Inc,nan,"UsersivancheungZoterostorageZNZCYG4YLo et al - 2022 - Giftedness, Gender Identities, and Self-Acceptancepdf",nan,Computer Science; Inclusion; Gender Diversity,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
